user_text,Geography.Geographical,Geography.Regions.Africa.Africa*,Geography.Regions.Africa.Central_Africa,Geography.Regions.Africa.Eastern_Africa,Geography.Regions.Africa.Northern_Africa,Geography.Regions.Africa.Southern_Africa,Geography.Regions.Africa.Western_Africa,Geography.Regions.Americas.Central_America,Geography.Regions.Americas.North_America,Geography.Regions.Americas.South_America,Geography.Regions.Asia.Asia*,Geography.Regions.Asia.Central_Asia,Geography.Regions.Asia.East_Asia,Geography.Regions.Asia.North_Asia,Geography.Regions.Asia.South_Asia,Geography.Regions.Asia.Southeast_Asia,Geography.Regions.Asia.West_Asia,Geography.Regions.Europe.Eastern_Europe,Geography.Regions.Europe.Europe*,Geography.Regions.Europe.Northern_Europe,Geography.Regions.Europe.Southern_Europe,Geography.Regions.Europe.Western_Europe,Geography.Regions.Oceania,total,top_label
YukiKoKo,0,0,0,0,0,0,0,3,0,0,1,0,0,0,1,1,0,0,0,0,0,0,0,6,Geography.Regions.Americas.Central_America
Yuri V.,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,3,2,0,0,0,0,6,Geography.Regions.Europe.Eastern_Europe
Obertura,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,Geography.Regions.Americas.Central_America
BROTHER2013,0,0,0,0,0,0,0,0,0,3,0,0,0,2,0,0,1,0,0,0,0,0,0,6,Geography.Regions.Americas.South_America
PaoloFaulkner,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,0,0,6,Geography.Regions.Europe.Europe*
Eylenbosch,0,0,0,0,0,0,0,0,2,0,1,0,0,0,0,0,0,0,3,0,0,0,0,6,Geography.Regions.Europe.Europe*
WikiArtPhotos,0,1,0,0,0,0,0,0,0,0,3,1,0,1,0,0,0,0,0,0,0,0,0,6,Geography.Regions.Asia.Asia*
Fhretzel,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,4,0,6,Geography.Regions.Europe.Western_Europe
YELkiecoolOW,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,1,0,0,3,0,6,Geography.Regions.Europe.Western_Europe
Linneris,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,3,0,0,0,0,6,Geography.Regions.Europe.Europe*
Ove Raul,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,1,3,0,0,0,6,Geography.Regions.Europe.Northern_Europe
Sinigh,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,5,0,0,0,6,Geography.Regions.Europe.Northern_Europe
Kolifink,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,1,0,6,Geography.Regions.Europe.Europe*
Wakuran,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,1,0,6,Geography.Regions.Europe.Northern_Europe
AsAIPA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,4,0,0,6,Geography.Regions.Europe.Southern_Europe
Alonso de Mendoza,0,2,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,2,0,0,0,0,6,Geography.Regions.Africa.Africa*
OttavianoLolnoob,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,2,0,1,0,0,6,Geography.Regions.Europe.Europe*
Babelia,0,0,0,0,0,0,0,0,1,5,0,0,0,0,0,0,0,0,0,0,0,0,0,6,Geography.Regions.Americas.South_America
Nikolay Kazak,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,1,1,1,0,1,0,0,6,Geography.Regions.Asia.Asia*
ElfQrin,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,4,0,0,6,Geography.Regions.Europe.Southern_Europe
Volodymyr D-k,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,2,0,0,0,0,6,Geography.Regions.Europe.Eastern_Europe
93.63.165.6,1,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,1,0,2,0,0,0,0,6,Geography.Regions.Asia.East_Asia
Zrawn,0,0,0,0,0,0,0,0,1,3,0,0,0,0,0,0,0,0,0,0,1,0,1,6,Geography.Regions.Americas.South_America
Polish Piast,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,5,0,0,0,0,0,6,Geography.Regions.Europe.Eastern_Europe
Lightciao7,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,3,1,0,0,0,1,6,Geography.Regions.Europe.Eastern_Europe
Erlingvoje,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,3,0,0,2,0,6,Geography.Regions.Europe.Europe*
Universalis,0,0,0,0,2,0,0,2,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,6,Geography.Regions.Africa.Northern_Africa
Anton n,0,1,0,0,0,0,0,0,0,0,2,0,0,0,0,1,0,1,0,0,1,0,0,6,Geography.Regions.Asia.Asia*
Siatico,0,0,0,0,0,0,0,0,0,5,0,0,1,0,0,0,0,0,0,0,0,0,0,6,Geography.Regions.Americas.South_America
RBJ~nlwiki,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,5,0,0,0,0,6,Geography.Regions.Europe.Europe*
92.233.179.5,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,2,1,0,1,0,6,Geography.Regions.Europe.Europe*
93.66.66.104,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,6,Geography.Regions.Europe.Southern_Europe
Esporadas,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,2,0,0,0,0,0,6,Geography.Regions.Americas.South_America
Rodpractice,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,Geography.Regions.Americas.North_America
Laura Fiorucci,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,1,0,0,0,0,0,0,6,Geography.Regions.Americas.South_America
Engum,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,2,0,0,0,6,Geography.Regions.Europe.Northern_Europe
Jualve,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,6,Geography.Regions.Americas.South_America
Espilas,0,0,0,0,0,0,0,0,2,0,0,0,1,0,0,0,2,0,0,0,1,0,0,6,Geography.Regions.Americas.North_America
85.85.30.252,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,5,0,0,6,Geography.Regions.Europe.Southern_Europe
LCont5,0,0,0,0,0,0,0,0,0,1,0,4,0,0,0,0,0,0,0,0,0,1,0,6,Geography.Regions.Asia.Central_Asia
5truenos,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,2,0,0,0,6,Geography.Regions.Asia.Asia*
GuillermoUY,0,1,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,6,Geography.Regions.Americas.South_America
Boca Juniors Querido,0,0,0,0,0,0,0,0,5,1,0,0,0,0,0,0,0,0,0,0,0,0,0,6,Geography.Regions.Americas.North_America
Dadoszoos,0,0,0,0,0,0,0,0,1,3,0,0,0,0,0,0,0,0,0,0,2,0,0,6,Geography.Regions.Americas.South_America
Periodista82,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,Geography.Regions.Americas.Central_America
Bopeixe,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,6,Geography.Regions.Europe.Europe*
LAtinistFato,0,0,0,0,0,0,0,0,0,4,1,0,0,0,0,0,0,0,0,0,1,0,0,6,Geography.Regions.Americas.South_America
ElJesulera,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,1,0,0,6,Geography.Regions.Americas.South_America
Edslov,0,0,0,0,0,0,0,0,1,4,0,0,0,0,0,0,1,0,0,0,0,0,0,6,Geography.Regions.Americas.South_America
Gilwellian,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,4,0,1,0,0,6,Geography.Regions.Europe.Europe*
SunsetRetro,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,6,Geography.Regions.Americas.South_America
200.115.22.194,0,0,0,0,0,0,0,2,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,6,Geography.Regions.Americas.Central_America
KaiLVI,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,2,0,0,6,Geography.Regions.Europe.Europe*
EzequielEsposito,3,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,2,0,0,0,6,Geography.Geographical
Wotancito,0,0,0,0,0,0,0,1,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,Geography.Regions.Americas.North_America
89.129.208.245,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,5,0,0,0,0,0,0,6,Geography.Regions.Asia.West_Asia
Baldfran,0,2,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,1,6,Geography.Regions.Africa.Africa*
Ardakpex7,0,0,0,0,0,0,0,0,3,1,0,0,0,0,0,0,0,0,2,0,0,0,0,6,Geography.Regions.Americas.North_America
Tailsandshadow,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,1,0,3,0,0,0,0,6,Geography.Regions.Europe.Europe*
38.25.22.26,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,1,0,0,0,0,6,Geography.Regions.Americas.South_America
Hyxhile,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,Geography.Regions.Americas.Central_America
Catarina Trujillo,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,Geography.Regions.Americas.North_America
FR-54z,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,6,Geography.Regions.Americas.South_America
Super xabi 2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,4,0,0,6,Geography.Regions.Europe.Southern_Europe
Carbeu,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,3,0,0,6,Geography.Regions.Europe.Eastern_Europe
195.76.194.112,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,6,Geography.Regions.Europe.Southern_Europe
Marc1957,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,6,Geography.Regions.Europe.Southern_Europe
190.237.149.252,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,6,Geography.Regions.Americas.South_America
38.253.151.90,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,1,0,0,0,6,Geography.Regions.Americas.South_America
El Pillastre,0,0,0,0,0,0,0,0,3,0,1,0,0,0,0,0,0,0,0,1,0,1,0,6,Geography.Regions.Americas.North_America
Santyie17,0,1,0,0,0,0,0,0,0,4,0,0,1,0,0,0,0,0,0,0,0,0,0,6,Geography.Regions.Americas.South_America
LaloLanda28,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,6,Geography.Regions.Americas.South_America
Alexandre17-53,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,6,Geography.Regions.Europe.Southern_Europe
MidareAsuramaru,0,0,0,0,0,0,0,1,0,4,0,0,0,0,0,0,0,0,0,0,1,0,0,6,Geography.Regions.Americas.South_America
83.56.163.171,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,6,Geography.Regions.Europe.Southern_Europe
185.73.175.14,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,2,0,0,6,Geography.Geographical
QuinteroSD,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,6,Geography.Regions.Americas.South_America
Soyneutral,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,2,1,0,0,6,Geography.Regions.Asia.West_Asia
Mariscal de Minerva,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,6,Geography.Regions.Americas.South_America
Uregapedia,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,6,Geography.Regions.Europe.Southern_Europe
2601:586:5400:1110:28CF:38:4A3A:91CC,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,6,Geography.Regions.Americas.South_America
Alvaro NB,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,6,Geography.Regions.Europe.Southern_Europe
Axelit,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,2,2,0,0,0,0,6,Geography.Regions.Europe.Eastern_Europe
81.0.47.155,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,2,0,0,6,Geography.Regions.Asia.South_Asia
Bocayperon,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,6,Geography.Regions.Americas.South_America
Huancaino,0,0,0,0,0,0,0,0,0,4,1,0,0,0,0,0,0,0,0,0,1,0,0,6,Geography.Regions.Americas.South_America
Luisedwin2105,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,6,Geography.Regions.Americas.South_America
Gejotape,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,1,0,0,0,0,6,Geography.Regions.Americas.South_America
Vicdel Aguero,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,6,Geography.Regions.Americas.South_America
2001:1C02:2B16:F000:A5EA:7217:F3A2:8A09,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,6,Geography.Regions.Americas.South_America
HOM96,0,0,0,0,0,0,0,5,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,6,Geography.Regions.Americas.Central_America
Pedrope87,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,4,0,0,6,Geography.Regions.Europe.Southern_Europe
RafelCRD,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,6,Geography.Regions.Europe.Southern_Europe
Elturcopersa,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,6,Geography.Regions.Asia.Asia*
190.21.71.187,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,6,Geography.Regions.Americas.South_America
XIPAM,0,0,0,0,0,0,0,0,1,5,0,0,0,0,0,0,0,0,0,0,0,0,0,6,Geography.Regions.Americas.South_America
80.32.101.223,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,3,0,0,6,Geography.Regions.Americas.South_America
Berposen,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,6,Geography.Regions.Americas.South_America
217.201.176.219,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,6,Geography.Regions.Europe.Europe*
ElWikipedicOo3,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,Geography.Regions.Americas.North_America
ExoBitex,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,6,Geography.Regions.Americas.South_America
190.21.76.206,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,6,Geography.Regions.Americas.South_America
2800:810:505:10D2:B9D1:FB9D:6F84:2D6D,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,6,Geography.Regions.Americas.South_America
Ludwig Von DinoFan,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,4,0,0,6,Geography.Regions.Europe.Southern_Europe
83.56.184.31,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,6,Geography.Regions.Europe.Europe*
CyberPen,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,1,0,0,0,0,0,0,6,Geography.Regions.Asia.South_Asia
OperationSakura6144,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,4,0,0,0,0,6,Geography.Regions.Europe.Europe*
186.99.223.24,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,6,Geography.Regions.Americas.South_America
XxjaggarxX,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,6,Geography.Regions.Americas.South_America
2800:320:49DC:EF00:7860:D855:943F:B11D,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,6,Geography.Regions.Americas.South_America
Reneh0705,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,Geography.Regions.Americas.Central_America
OACG,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,6,Geography.Regions.Americas.South_America
Mikelzubi,0,0,0,0,0,0,0,0,4,2,0,0,0,0,0,0,0,0,0,0,0,0,0,6,Geography.Regions.Americas.North_America
Gehadad,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,5,0,0,6,Geography.Regions.Europe.Southern_Europe
188.162.228.27,0,0,0,0,0,0,0,0,1,0,2,0,0,0,0,0,0,0,3,0,0,0,0,6,Geography.Regions.Europe.Europe*
2A02:8440:7500:2427:1CC6:59FF:FE31:D1EB,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,Geography.Regions.Africa.Africa*
Français anonyme,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,3,0,0,1,0,6,Geography.Regions.Europe.Europe*
Fpittui,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,0,0,6,Geography.Regions.Europe.Europe*
Gpvos,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,4,0,6,Geography.Regions.Europe.Western_Europe
Davjdemarra,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,6,Geography.Regions.Africa.Africa*
Zezen,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,5,0,0,0,0,0,6,Geography.Regions.Europe.Eastern_Europe
Tr0ut koikawa,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,1,0,1,0,0,6,Geography.Regions.Americas.North_America
Aqua,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,4,0,0,6,Geography.Regions.Europe.Southern_Europe
5.89.172.112,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,4,0,0,6,Geography.Regions.Europe.Southern_Europe
~2025-26166-30,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,5,0,0,6,Geography.Regions.Europe.Southern_Europe
G-Fixer,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,3,0,0,6,Geography.Regions.Americas.North_America
Vivasanrocco,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,4,0,0,6,Geography.Regions.Europe.Southern_Europe
Plink,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,3,0,0,6,Geography.Regions.Americas.South_America
DanieleLombardo614,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,3,0,2,0,0,6,Geography.Regions.Europe.Europe*
Giupe0305,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,6,Geography.Regions.Europe.Southern_Europe
87.0.163.247,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,2,1,0,6,Geography.Regions.Europe.Europe*
151.67.178.38,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,6,Geography.Regions.Europe.Southern_Europe
Addetto2025,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,3,0,2,0,0,6,Geography.Regions.Europe.Europe*
Fidia 82,0,1,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,2,0,1,0,0,6,Geography.Regions.Asia.Asia*
Simocroc2008,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,2,0,3,0,0,6,Geography.Regions.Europe.Southern_Europe
79.22.211.138,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,6,Geography.Regions.Europe.Southern_Europe
Teo68,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,6,Geography.Regions.Asia.Asia*
Eustace Bagge,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,2,0,1,0,1,0,0,6,Geography.Regions.Asia.West_Asia
Gb89.2,0,0,0,0,0,0,0,1,0,0,2,0,0,0,0,0,0,0,0,0,3,0,0,6,Geography.Regions.Europe.Southern_Europe
~2025-27303-54,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,6,Geography.Regions.Europe.Southern_Europe
Micky23Wiki,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,6,Geography.Regions.Europe.Europe*
2001:B07:A6E:EA21:910:4019:61ED:757F,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,6,Geography.Regions.Europe.Europe*
62.18.176.211,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,6,Geography.Regions.Europe.Southern_Europe
151.28.29.204,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,1,0,6,Geography.Regions.Europe.Europe*
~2025-41166-34,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,6,Geography.Regions.Europe.Southern_Europe
Dch,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,0,0,6,Geography.Regions.Europe.Europe*
LukeTrombo,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,Geography.Regions.Americas.North_America
Fabrizioscabio,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,6,Geography.Regions.Europe.Europe*
Arkytech,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,6,Geography.Regions.Europe.Southern_Europe
SuperPierlu,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,0,0,6,Geography.Regions.Europe.Europe*
Amnet,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,0,0,6,Geography.Regions.Europe.Europe*
Framy03,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,6,Geography.Regions.Europe.Southern_Europe
ZIO ALEEEE,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,6,Geography.Regions.Europe.Southern_Europe
109.118.36.225,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,6,Geography.Regions.Oceania
79.17.214.158,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,Geography.Regions.Americas.North_America
194.153.195.70,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,1,0,6,Geography.Regions.Africa.Africa*
185.86.85.132,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,6,Geography.Regions.Europe.Southern_Europe
Interista08,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,3,0,0,6,Geography.Regions.Americas.North_America
DamianoV,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,6,Geography.Regions.Europe.Southern_Europe
Doc.tor.19.93,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,0,2,0,0,6,Geography.Regions.Europe.Eastern_Europe
Renato6000,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,6,Geography.Geographical
~2025-31399-69,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,6,Geography.Regions.Europe.Southern_Europe
~2025-27590-05,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,6,Geography.Regions.Europe.Southern_Europe
Endryu7,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,3,0,0,1,0,6,Geography.Regions.Europe.Europe*
Aethelfirth,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,1,0,3,0,0,6,Geography.Regions.Europe.Southern_Europe
DaComputer,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,6,Geography.Regions.Asia.East_Asia
151.67.247.132,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,6,Geography.Regions.Europe.Southern_Europe
Stefanopiep,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,1,0,0,6,Geography.Regions.Europe.Europe*
109.52.145.104,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,6,Geography.Regions.Europe.Southern_Europe
ITA Senturu,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,6,Geography.Regions.Europe.Southern_Europe
Loris.viezzer,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,6,Geography.Regions.Europe.Southern_Europe
~2025-28768-87,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,Geography.Regions.Americas.North_America
~2025-27556-77,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,6,Geography.Regions.Europe.Northern_Europe
79.30.36.103,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,1,2,0,0,6,Geography.Regions.Asia.East_Asia
93.64.62.10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,6,Geography.Regions.Europe.Southern_Europe
9XIX6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,6,Geography.Regions.Europe.Southern_Europe
~2025-32597-05,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,Geography.Regions.Africa.Africa*
213.137.39.35,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,6,Geography.Regions.Europe.Southern_Europe
5.179.144.146,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,6,Geography.Regions.Europe.Europe*
Orlando9164,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,6,Geography.Regions.Europe.Southern_Europe
Claudio.stanco,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,6,Geography.Regions.Europe.Southern_Europe
Moliva,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,4,0,0,6,Geography.Regions.Europe.Southern_Europe
~2025-29428-40,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,6,Geography.Regions.Oceania
